timestamp,delta_t_ms,x1_raw,x2_raw,x1_corrected,x2_corrected,differential,processed
2026-02-27T17:23:14.898126,0.000,-6.0100,-19.2320,0.9766,1.7128,-0.7362,0.0000
2026-02-27T17:23:14.949905,51.779,-7.2120,-24.0400,-0.2254,-3.0952,2.8698,0.0000
2026-02-27T17:23:15.000138,50.233,-9.6160,-21.6360,-2.6294,-0.6911,-1.9382,0.0000
2026-02-27T17:23:15.014175,14.037,-7.2120,-18.0300,-0.2254,2.9148,-3.1402,0.0000
2026-02-27T17:23:15.049552,35.377,-6.0100,-20.4340,0.9766,0.5109,0.4658,0.0000
2026-02-27T17:23:15.100375,50.823,-4.8080,-22.8380,2.1786,-1.8932,4.0718,0.0000
2026-02-27T17:23:15.115464,15.089,-6.0100,-20.4340,0.9766,0.5109,0.4658,0.0000
2026-02-27T17:23:15.148187,32.723,-8.4140,-22.8380,-1.4274,-1.8932,0.4658,0.0000
2026-02-27T17:23:15.198004,49.817,-9.6160,-18.0300,-2.6294,2.9148,-5.5442,0.0000
2026-02-27T17:23:15.198718,0.714,-6.0100,-22.8380,0.9766,-1.8932,2.8698,0.0000
2026-02-27T17:23:15.250116,51.398,-7.2120,-18.0300,-0.2254,2.9148,-3.1402,0.0000
2026-02-27T17:23:15.300840,50.724,-8.4140,-19.2320,-1.4274,1.7128,-3.1402,0.0000
2026-02-27T17:23:15.349584,48.744,-12.0200,-18.0300,-5.0334,2.9148,-7.9482,0.0000
2026-02-27T17:23:15.363863,14.279,-6.0100,-22.8380,0.9766,-1.8932,2.8698,0.0000
2026-02-27T17:23:15.400783,36.920,-8.4140,-20.4340,-1.4274,0.5109,-1.9382,0.0000
2026-02-27T17:23:15.451823,51.040,-8.4140,-21.6360,-1.4274,-0.6911,-0.7362,0.0000
2026-02-27T17:23:15.471394,19.571,-6.0100,-22.8380,0.9766,-1.8932,2.8698,0.0000
2026-02-27T17:23:15.500536,29.142,-6.0100,-16.8280,0.9766,4.1168,-3.1402,0.0000
2026-02-27T17:23:15.550611,50.075,-6.0100,-22.8380,0.9766,-1.8932,2.8698,0.0000
2026-02-27T17:23:15.575062,24.451,-7.2120,-21.6360,-0.2254,-0.6911,0.4658,0.0000
2026-02-27T17:23:15.598756,23.694,-6.0100,-18.0300,0.9766,2.9148,-1.9382,0.0000
2026-02-27T17:23:15.649125,50.369,52.8880,-13.2220,59.8746,7.7229,52.1518,0.0000
2026-02-27T17:23:15.697616,48.491,88.9480,-12.0200,95.9346,8.9248,87.0098,16.1594
2026-02-27T17:23:15.698380,0.764,104.5740,-13.2220,111.5606,7.7229,103.8378,32.4529
2026-02-27T17:23:15.749861,51.481,115.3920,-12.0200,122.3786,8.9248,113.4538,46.4431
2026-02-27T17:23:15.798711,48.850,132.2200,-9.6160,139.2066,11.3289,127.8778,64.0601
2026-02-27T17:23:15.800179,1.468,141.8360,-10.8180,148.8226,10.1269,138.6958,90.7105
2026-02-27T17:23:15.901346,101.167,149.0480,-13.2220,156.0346,7.7229,148.3118,110.1759
2026-02-27T17:23:15.928089,26.743,150.2500,-10.8180,157.2366,10.1269,147.1098,121.7773
2026-02-27T17:23:15.929883,1.794,159.8660,-8.4140,166.8526,12.5308,154.3218,129.0012
2026-02-27T17:23:15.948961,19.078,161.0680,-8.4140,168.0546,12.5308,155.5238,136.9019
2026-02-27T17:23:15.999542,50.581,161.0680,-8.4140,168.0546,12.5308,155.5238,142.0095
2026-02-27T17:23:16.049384,49.842,159.8660,-7.2120,166.8526,13.7329,153.1198,144.6779
2026-02-27T17:23:16.050795,1.411,152.6540,-6.0100,159.6406,14.9349,144.7058,144.2314
2026-02-27T17:23:16.098865,48.070,156.2600,-7.2120,163.2466,13.7329,149.5138,141.3608
2026-02-27T17:23:16.150037,51.172,156.2600,-12.0200,163.2466,8.9248,154.3218,139.9653
2026-02-27T17:23:16.151440,1.403,162.2700,-9.6160,169.2566,11.3289,157.9278,142.7278
2026-02-27T17:23:16.198143,46.703,155.0580,-9.6160,162.0446,11.3289,150.7158,144.1468
2026-02-27T17:23:16.249450,51.307,159.8660,-7.2120,166.8526,13.7329,153.1198,143.9658
