timestamp,delta_t_ms,x1_raw,x2_raw,x1_corrected,x2_corrected,differential,processed
2026-02-27T17:17:01.551280,0.000,-10.8180,-18.0300,-3.8314,2.9148,-6.7462,0.0000
2026-02-27T17:17:01.554555,3.275,-10.8180,-19.2320,-3.8314,1.7128,-5.5442,0.0000
2026-02-27T17:17:01.596909,42.354,-10.8180,-20.4340,-3.8314,0.5109,-4.3422,0.0000
2026-02-27T17:17:01.646406,49.497,-8.4140,-20.4340,-1.4274,0.5109,-1.9382,0.0000
2026-02-27T17:17:01.647510,1.104,-9.6160,-19.2320,-2.6294,1.7128,-4.3422,0.0000
2026-02-27T17:17:01.696388,48.878,-13.2220,-21.6360,-6.2354,-0.6911,-5.5442,0.0000
2026-02-27T17:17:01.749359,52.971,-12.0200,-22.8380,-5.0334,-1.8932,-3.1402,0.0000
2026-02-27T17:17:01.765891,16.532,-9.6160,-20.4340,-2.6294,0.5109,-3.1402,0.0000
2026-02-27T17:17:01.798075,32.184,-8.4140,-22.8380,-1.4274,-1.8932,0.4658,0.0000
2026-02-27T17:17:01.846068,47.993,-9.6160,-21.6360,-2.6294,-0.6911,-1.9382,0.0000
2026-02-27T17:17:01.846755,0.687,-9.6160,-21.6360,-2.6294,-0.6911,-1.9382,0.0000
2026-02-27T17:17:01.897693,50.938,-10.8180,-21.6360,-3.8314,-0.6911,-3.1402,0.0000
2026-02-27T17:17:01.945628,47.935,-8.4140,-18.0300,-1.4274,2.9148,-4.3422,0.0000
2026-02-27T17:17:01.995203,49.575,-12.0200,-20.4340,-5.0334,0.5109,-5.5442,0.0000
2026-02-27T17:17:01.995770,0.567,-8.4140,-21.6360,-1.4274,-0.6911,-0.7362,0.0000
2026-02-27T17:17:02.046403,50.633,-9.6160,-21.6360,-2.6294,-0.6911,-1.9382,0.0000
2026-02-27T17:17:02.095203,48.800,-8.4140,-22.8380,-1.4274,-1.8932,0.4658,0.0000
2026-02-27T17:17:02.096764,1.561,-7.2120,-18.0300,-0.2254,2.9148,-3.1402,0.0000
2026-02-27T17:17:02.197344,100.580,-10.8180,-20.4340,-3.8314,0.5109,-4.3422,0.0000
2026-02-27T17:17:02.199016,1.672,-7.2120,-22.8380,-0.2254,-1.8932,1.6678,0.0000
2026-02-27T17:17:02.200648,1.632,-10.8180,-20.4340,-3.8314,0.5109,-4.3422,0.0000
2026-02-27T17:17:02.245261,44.613,-8.4140,-22.8380,-1.4274,-1.8932,0.4658,0.0000
2026-02-27T17:17:02.294816,49.555,-9.6160,-19.2320,-2.6294,1.7128,-4.3422,0.0000
2026-02-27T17:17:02.345409,50.593,-13.2220,-20.4340,-6.2354,0.5109,-6.7462,0.0000
2026-02-27T17:17:02.346984,1.575,-10.8180,-19.2320,-3.8314,1.7128,-5.5442,0.0000
2026-02-27T17:17:02.447350,100.366,-10.8180,-21.6360,-3.8314,-0.6911,-3.1402,0.0000
2026-02-27T17:17:02.449324,1.974,-8.4140,-21.6360,-1.4274,-0.6911,-0.7362,0.0000
2026-02-27T17:17:02.451078,1.754,-8.4140,-19.2320,-1.4274,1.7128,-3.1402,0.0000
2026-02-27T17:17:02.548825,97.747,-8.4140,-20.4340,-1.4274,0.5109,-1.9382,0.0000
2026-02-27T17:17:02.550706,1.881,-9.6160,-18.0300,-2.6294,2.9148,-5.5442,0.0000
2026-02-27T17:17:02.552475,1.769,-10.8180,-21.6360,-3.8314,-0.6911,-3.1402,0.0000
2026-02-27T17:17:02.595087,42.612,-10.8180,-18.0300,-3.8314,2.9148,-6.7462,0.0000
2026-02-27T17:17:02.647492,52.405,-8.4140,-20.4340,-1.4274,0.5109,-1.9382,0.0000
2026-02-27T17:17:02.695611,48.119,-8.4140,-19.2320,-1.4274,1.7128,-3.1402,0.0000
2026-02-27T17:17:02.697026,1.415,-8.4140,-21.6360,-1.4274,-0.6911,-0.7362,0.0000
2026-02-27T17:17:02.745690,48.664,21.6360,-13.2220,28.6226,7.7229,20.8998,0.0000
2026-02-27T17:17:02.796682,50.992,62.5040,-13.2220,69.4906,7.7229,61.7678,0.0000
2026-02-27T17:17:02.798424,1.742,69.7160,-14.4240,76.7026,6.5209,70.1818,23.3038
