timestamp,delta_t_ms,x1_raw,x2_raw,x1_corrected,x2_corrected,differential,processed
2026-02-27T17:22:02.748534,0.000,-10.8180,-22.8380,-3.8314,-1.8932,-1.9382,0.0000
2026-02-27T17:22:02.749512,0.978,-8.4140,-20.4340,-1.4274,0.5109,-1.9382,0.0000
2026-02-27T17:22:02.799096,49.584,-9.6160,-20.4340,-2.6294,0.5109,-3.1402,0.0000
2026-02-27T17:22:02.848777,49.681,-9.6160,-21.6360,-2.6294,-0.6911,-1.9382,0.0000
2026-02-27T17:22:02.899133,50.356,-9.6160,-20.4340,-2.6294,0.5109,-3.1402,0.0000
2026-02-27T17:22:02.900144,1.011,-9.6160,-24.0400,-2.6294,-3.0952,0.4658,0.0000
2026-02-27T17:22:02.947184,47.040,-8.4140,-24.0400,-1.4274,-3.0952,1.6678,0.0000
2026-02-27T17:22:02.998785,51.601,-10.8180,-21.6360,-3.8314,-0.6911,-3.1402,0.0000
2026-02-27T17:22:02.999643,0.858,-10.8180,-21.6360,-3.8314,-0.6911,-3.1402,0.0000
2026-02-27T17:22:03.047084,47.441,-13.2220,-20.4340,-6.2354,0.5109,-6.7462,0.0000
2026-02-27T17:22:03.099348,52.264,-10.8180,-21.6360,-3.8314,-0.6911,-3.1402,0.0000
2026-02-27T17:22:03.100335,0.987,-9.6160,-19.2320,-2.6294,1.7128,-4.3422,0.0000
2026-02-27T17:22:03.149755,49.420,-7.2120,-19.2320,-0.2254,1.7128,-1.9382,0.0000
2026-02-27T17:22:03.198781,49.026,-9.6160,-18.0300,-2.6294,2.9148,-5.5442,0.0000
2026-02-27T17:22:03.248616,49.835,-9.6160,-21.6360,-2.6294,-0.6911,-1.9382,0.0000
2026-02-27T17:22:03.249615,0.999,-6.0100,-20.4340,0.9766,0.5109,0.4658,0.0000
2026-02-27T17:22:03.297574,47.959,-10.8180,-18.0300,-3.8314,2.9148,-6.7462,0.0000
2026-02-27T17:22:03.347491,49.917,-10.8180,-19.2320,-3.8314,1.7128,-5.5442,0.0000
2026-02-27T17:22:03.348525,1.034,-8.4140,-18.0300,-1.4274,2.9148,-4.3422,0.0000
2026-02-27T17:22:03.398438,49.913,-13.2220,-20.4340,-6.2354,0.5109,-6.7462,0.0000
2026-02-27T17:22:03.447880,49.442,-10.8180,-19.2320,-3.8314,1.7128,-5.5442,0.0000
2026-02-27T17:22:03.449608,1.728,-10.8180,-19.2320,-3.8314,1.7128,-5.5442,0.0000
2026-02-27T17:22:03.499912,50.304,-8.4140,-19.2320,-1.4274,1.7128,-3.1402,0.0000
2026-02-27T17:22:03.550245,50.333,-7.2120,-18.0300,-0.2254,2.9148,-3.1402,0.0000
2026-02-27T17:22:03.600721,50.476,-7.2120,-21.6360,-0.2254,-0.6911,0.4658,0.0000
2026-02-27T17:22:03.602370,1.649,-9.6160,-19.2320,-2.6294,1.7128,-4.3422,0.0000
2026-02-27T17:22:03.647852,45.482,-7.2120,-21.6360,-0.2254,-0.6911,0.4658,0.0000
2026-02-27T17:22:03.699321,51.469,-8.4140,-18.0300,-1.4274,2.9148,-4.3422,0.0000
2026-02-27T17:22:03.700753,1.432,-8.4140,-16.8280,-1.4274,4.1168,-5.5442,0.0000
2026-02-27T17:22:03.749439,48.686,33.6560,-15.6260,40.6426,5.3188,35.3238,0.0000
2026-02-27T17:22:03.797799,48.360,56.4940,-14.4240,63.4806,6.5209,56.9598,9.8739
2026-02-27T17:22:03.799225,1.426,63.7060,-15.6260,70.6926,5.3188,65.3738,22.4625
2026-02-27T17:22:03.848772,49.547,67.3120,-13.2220,74.2986,7.7229,66.5758,29.7592
2026-02-27T17:22:03.897744,48.972,68.5140,-14.4240,75.5006,6.5209,68.9798,33.7898
2026-02-27T17:22:03.947944,50.200,78.1300,-14.4240,85.1166,6.5209,78.5958,36.6674
2026-02-27T17:22:03.949498,1.554,87.7460,-12.0200,94.7326,8.9248,85.8078,40.8006
2026-02-27T17:22:04.049264,99.766,92.5540,-10.8180,99.5406,10.1269,89.4138,45.2099
2026-02-27T17:22:04.050797,1.533,93.7560,-13.2220,100.7426,7.7229,93.0198,50.0186
2026-02-27T17:22:04.052153,1.356,99.7660,-13.2220,106.7526,7.7229,99.0298,54.0195
2026-02-27T17:22:04.097453,45.300,105.7760,-13.2220,112.7626,7.7229,105.0398,60.5852
2026-02-27T17:22:04.147489,50.036,112.9880,-13.2220,119.9746,7.7229,112.2518,67.7377
2026-02-27T17:22:04.148464,0.975,114.1900,-9.6160,121.1766,11.3289,109.8478,74.9356
2026-02-27T17:22:04.197429,48.965,110.5840,-15.6260,117.5706,5.3188,112.2518,85.9688
2026-02-27T17:22:04.247060,49.631,115.3920,-10.8180,122.3786,10.1269,112.2518,88.4983
2026-02-27T17:22:04.298285,51.225,115.3920,-12.0200,122.3786,8.9248,113.4538,89.7528
2026-02-27T17:22:04.299719,1.434,112.9880,-13.2220,119.9746,7.7229,112.2518,90.3801
2026-02-27T17:22:04.348033,48.314,114.1900,-10.8180,121.1766,10.1269,111.0498,90.6937
