timestamp,delta_t_ms,x1_raw,x2_raw,x1_corrected,x2_corrected,differential,processed
2026-02-27T17:19:51.501154,0.000,-14.4240,-26.4440,-7.4374,-5.4991,-1.9382,0.0000
2026-02-27T17:19:51.550420,49.266,-13.2220,-25.2420,-6.2354,-4.2972,-1.9382,0.0000
2026-02-27T17:19:51.597463,47.043,-20.4340,-27.6460,-13.4474,-6.7011,-6.7462,0.0000
2026-02-27T17:19:51.648258,50.795,-15.6260,-26.4440,-8.6394,-5.4991,-3.1402,0.0000
2026-02-27T17:19:51.663864,15.606,-16.8280,-25.2420,-9.8414,-4.2972,-5.5442,0.0000
2026-02-27T17:19:51.695896,32.032,-15.6260,-27.6460,-8.6394,-6.7011,-1.9382,0.0000
2026-02-27T17:19:51.747980,52.084,-18.0300,-27.6460,-11.0434,-6.7011,-4.3422,0.0000
2026-02-27T17:19:51.762660,14.680,-14.4240,-26.4440,-7.4374,-5.4991,-1.9382,0.0000
2026-02-27T17:19:51.797241,34.581,-13.2220,-27.6460,-6.2354,-6.7011,0.4658,0.0000
2026-02-27T17:19:51.847809,50.568,-15.6260,-28.8480,-8.6394,-7.9031,-0.7362,0.0000
2026-02-27T17:19:51.864207,16.398,-15.6260,-28.8480,-8.6394,-7.9031,-0.7362,0.0000
2026-02-27T17:19:51.898160,33.953,-13.2220,-27.6460,-6.2354,-6.7011,0.4658,0.0000
2026-02-27T17:19:51.948594,50.434,-16.8280,-26.4440,-9.8414,-5.4991,-4.3422,0.0000
2026-02-27T17:19:51.998901,50.307,-16.8280,-26.4440,-9.8414,-5.4991,-4.3422,0.0000
2026-02-27T17:19:52.012614,13.713,-15.6260,-27.6460,-8.6394,-6.7011,-1.9382,0.0000
2026-02-27T17:19:52.048432,35.818,-15.6260,-27.6460,-8.6394,-6.7011,-1.9382,0.0000
2026-02-27T17:19:52.096096,47.664,-16.8280,-27.6460,-9.8414,-6.7011,-3.1402,0.0000
2026-02-27T17:19:52.097430,1.334,-13.2220,-25.2420,-6.2354,-4.2972,-1.9382,0.0000
2026-02-27T17:19:52.147904,50.474,-16.8280,-30.0500,-9.8414,-9.1052,-0.7362,0.0000
2026-02-27T17:19:52.199989,52.085,-14.4240,-26.4440,-7.4374,-5.4991,-1.9382,0.0000
2026-02-27T17:19:52.222579,22.590,18.0300,-18.0300,25.0166,2.9148,22.1018,0.0000
2026-02-27T17:19:52.245233,22.654,67.3120,-18.0300,74.2986,2.9148,71.3838,0.0000
2026-02-27T17:19:52.297500,52.267,102.1700,-19.2320,109.1566,1.7128,107.4438,22.0995
2026-02-27T17:19:52.345235,47.735,118.9980,-14.4240,125.9846,6.5209,119.4638,39.5579
2026-02-27T17:19:52.345859,0.624,134.6240,-20.4340,141.6106,0.5109,141.0998,57.9604
2026-02-27T17:19:52.399588,53.729,145.4420,-15.6260,152.4286,5.3188,147.1098,93.0422
2026-02-27T17:19:52.446888,47.300,156.2600,-14.4240,163.2466,6.5209,156.7258,112.8662
2026-02-27T17:19:52.462777,15.889,158.6640,-14.4240,165.6506,6.5209,159.1298,126.1819
2026-02-27T17:19:52.503613,40.836,167.0780,-15.6260,174.0646,5.3188,168.7458,135.3389
2026-02-27T17:19:52.547194,43.581,169.4820,-16.8280,176.4686,4.1168,172.3518,147.4482
2026-02-27T17:19:52.548370,1.176,176.6940,-13.2220,183.6806,7.7229,175.9578,150.0000
2026-02-27T17:19:52.600670,52.300,177.8960,-14.4240,184.8826,6.5209,178.3618,150.0000
2026-02-27T17:19:52.646891,46.221,180.3000,-16.8280,187.2866,4.1168,183.1698,150.0000
2026-02-27T17:19:52.697646,50.755,186.3100,-13.2220,193.2966,7.7229,185.5738,150.0000
2026-02-27T17:19:52.747832,50.186,187.5120,-13.2220,194.4986,7.7229,186.7758,150.0000
2026-02-27T17:19:52.768621,20.789,189.9160,-15.6260,196.9026,5.3188,191.5838,150.0000
2026-02-27T17:19:52.799457,30.836,197.1280,-13.2220,204.1146,7.7229,196.3918,150.0000
2026-02-27T17:19:52.800488,1.031,201.9360,-12.0200,208.9226,8.9248,199.9978,150.0000
2026-02-27T17:19:52.847527,47.039,201.9360,-16.8280,208.9226,4.1168,204.8058,150.0000
2026-02-27T17:19:52.897571,50.044,200.7340,-16.8280,207.7206,4.1168,203.6038,150.0000
2026-02-27T17:19:52.898919,1.348,201.9360,-13.2220,208.9226,7.7229,201.1998,150.0000
2026-02-27T17:19:52.947051,48.132,201.9360,-14.4240,208.9226,6.5209,202.4018,150.0000
2026-02-27T17:19:52.998930,51.879,199.5320,-15.6260,206.5186,5.3188,201.1998,150.0000
2026-02-27T17:19:53.046826,47.896,203.1380,-18.0300,210.1246,2.9148,207.2098,150.0000
2026-02-27T17:19:53.047961,1.135,206.7440,-14.4240,213.7306,6.5209,207.2098,150.0000
2026-02-27T17:19:53.100520,52.559,207.9460,-16.8280,214.9326,4.1168,210.8158,150.0000
2026-02-27T17:19:53.149040,48.520,205.5420,-14.4240,212.5286,6.5209,206.0078,150.0000
2026-02-27T17:19:53.175430,26.390,201.9360,-16.8280,208.9226,4.1168,204.8058,150.0000
2026-02-27T17:19:53.247149,71.719,205.5420,-12.0200,212.5286,8.9248,203.6038,150.0000
2026-02-27T17:19:53.248717,1.568,206.7440,-15.6260,213.7306,5.3188,208.4118,150.0000
2026-02-27T17:19:53.250307,1.590,206.7440,-14.4240,213.7306,6.5209,207.2098,150.0000
2026-02-27T17:19:53.299608,49.301,203.1380,-15.6260,210.1246,5.3188,204.8058,150.0000
2026-02-27T17:19:53.347602,47.994,209.1480,-15.6260,216.1346,5.3188,210.8158,150.0000
2026-02-27T17:19:53.397791,50.189,205.5420,-15.6260,212.5286,5.3188,207.2098,150.0000
2026-02-27T17:19:53.399275,1.484,201.9360,-14.4240,208.9226,6.5209,202.4018,150.0000
2026-02-27T17:19:53.448453,49.178,200.7340,-15.6260,207.7206,5.3188,202.4018,150.0000
2026-02-27T17:19:53.548215,99.762,199.5320,-13.2220,206.5186,7.7229,198.7958,150.0000
2026-02-27T17:19:53.550048,1.833,195.9260,-14.4240,202.9126,6.5209,196.3918,150.0000
2026-02-27T17:19:53.647077,97.029,192.3200,-14.4240,199.3066,6.5209,192.7858,150.0000
2026-02-27T17:19:53.648678,1.601,187.5120,-15.6260,194.4986,5.3188,189.1798,150.0000
2026-02-27T17:19:53.650170,1.492,6.0100,-22.8380,12.9966,-1.8932,14.8898,150.0000
