timestamp,delta_t_ms,x1_raw,x2_raw,x1_corrected,x2_corrected,differential,processed
2026-02-27T17:20:27.595502,0.000,-14.4240,-30.0500,-7.4374,-9.1052,1.6678,0.0000
2026-02-27T17:20:27.646370,50.868,-15.6260,-30.0500,-8.6394,-9.1052,0.4658,0.0000
2026-02-27T17:20:27.696586,50.216,-16.8280,-26.4440,-9.8414,-5.4991,-4.3422,0.0000
2026-02-27T17:20:27.697619,1.033,-18.0300,-31.2520,-11.0434,-10.3072,-0.7362,0.0000
2026-02-27T17:20:27.745799,48.180,-13.2220,-27.6460,-6.2354,-6.7011,0.4658,0.0000
2026-02-27T17:20:27.797276,51.477,-15.6260,-28.8480,-8.6394,-7.9031,-0.7362,0.0000
2026-02-27T17:20:27.798521,1.245,-19.2320,-27.6460,-12.2454,-6.7011,-5.5442,0.0000
2026-02-27T17:20:27.847280,48.759,-9.6160,-21.6360,-2.6294,-0.6911,-1.9382,0.0000
2026-02-27T17:20:27.896617,49.337,43.2720,-22.8380,50.2586,-1.8932,52.1518,0.0000
2026-02-27T17:20:27.897707,1.090,70.9180,-18.0300,77.9046,2.9148,74.9898,14.1800
2026-02-27T17:20:27.946871,49.164,76.9280,-16.8280,83.9146,4.1168,79.7978,28.2020
2026-02-27T17:20:27.996475,49.604,91.3520,-18.0300,98.3386,2.9148,95.4238,35.8770
2026-02-27T17:20:28.047407,50.932,97.3620,-18.0300,104.3486,2.9148,101.4338,44.6357
2026-02-27T17:20:28.048138,0.731,111.7860,-16.8280,118.7726,4.1168,114.6558,53.8328
2026-02-27T17:20:28.096618,48.480,116.5940,-14.4240,123.5806,6.5209,117.0598,68.7668
2026-02-27T17:20:28.147295,50.677,120.2000,-18.0300,127.1866,2.9148,124.2718,81.9335
2026-02-27T17:20:28.148651,1.356,125.0080,-19.2320,131.9946,1.7128,130.2818,94.0421
2026-02-27T17:20:28.199759,51.108,121.4020,-18.0300,128.3886,2.9148,125.4738,100.0824
2026-02-27T17:20:28.246289,46.530,123.8060,-18.0300,130.7926,2.9148,127.8778,105.3067
2026-02-27T17:20:28.247582,1.293,126.2100,-16.8280,133.1966,4.1168,129.0798,107.9188
2026-02-27T17:20:28.298641,51.059,134.6240,-16.8280,141.6106,4.1168,137.4938,110.1118
2026-02-27T17:20:28.346048,47.407,141.8360,-15.6260,148.8226,5.3188,143.5038,115.1350
2026-02-27T17:20:28.398810,52.762,140.6340,-16.8280,147.6206,4.1168,143.5038,121.2416
2026-02-27T17:20:28.400371,1.561,144.2400,-18.0300,151.2266,2.9148,148.3118,124.4339
