timestamp,delta_t_ms,x1_raw,x2_raw,x1_corrected,x2_corrected,differential,processed
2026-02-27T17:23:39.197990,0.000,-8.4140,-20.4340,-1.4274,0.5109,-1.9382,0.0000
2026-02-27T17:23:39.248684,50.694,-6.0100,-22.8380,0.9766,-1.8932,2.8698,0.0000
2026-02-27T17:23:39.249688,1.004,-4.8080,-21.6360,2.1786,-0.6911,2.8698,0.0000
2026-02-27T17:23:39.349344,99.656,-3.6060,-20.4340,3.3806,0.5109,2.8698,0.0000
2026-02-27T17:23:39.350470,1.126,-6.0100,-20.4340,0.9766,0.5109,0.4658,0.0000
2026-02-27T17:23:39.351454,0.984,-3.6060,-20.4340,3.3806,0.5109,2.8698,0.0000
2026-02-27T17:23:39.398531,47.077,-4.8080,-19.2320,2.1786,1.7128,0.4658,0.0000
2026-02-27T17:23:39.448479,49.948,-8.4140,-20.4340,-1.4274,0.5109,-1.9382,0.0000
2026-02-27T17:23:39.498880,50.401,-7.2120,-20.4340,-0.2254,0.5109,-0.7362,0.0000
2026-02-27T17:23:39.500021,1.141,-6.0100,-21.6360,0.9766,-0.6911,1.6678,0.0000
2026-02-27T17:23:39.548615,48.594,-6.0100,-21.6360,0.9766,-0.6911,1.6678,0.0000
2026-02-27T17:23:39.598905,50.290,-7.2120,-19.2320,-0.2254,1.7128,-1.9382,0.0000
2026-02-27T17:23:39.599785,0.880,-6.0100,-21.6360,0.9766,-0.6911,1.6678,0.0000
2026-02-27T17:23:39.648784,48.999,-4.8080,-21.6360,2.1786,-0.6911,2.8698,0.0000
2026-02-27T17:23:39.803904,155.120,-6.0100,-18.0300,0.9766,2.9148,-1.9382,0.0000
2026-02-27T17:23:39.807388,3.484,-6.0100,-20.4340,0.9766,0.5109,0.4658,0.0000
2026-02-27T17:23:39.810724,3.336,-2.4040,-20.4340,4.5826,0.5109,4.0718,0.0000
2026-02-27T17:23:39.847841,37.117,-8.4140,-19.2320,-1.4274,1.7128,-3.1402,0.0000
2026-02-27T17:23:39.849018,1.177,-3.6060,-19.2320,3.3806,1.7128,1.6678,0.0000
2026-02-27T17:23:39.849949,0.931,-4.8080,-19.2320,2.1786,1.7128,0.4658,0.0000
2026-02-27T17:23:39.900478,50.529,-7.2120,-20.4340,-0.2254,0.5109,-0.7362,0.0000
2026-02-27T17:23:39.950387,49.909,-7.2120,-18.0300,-0.2254,2.9148,-3.1402,0.0000
2026-02-27T17:23:39.951573,1.186,-1.2020,-21.6360,5.7846,-0.6911,6.4758,0.0000
2026-02-27T17:23:39.999738,48.165,-7.2120,-20.4340,-0.2254,0.5109,-0.7362,0.0000
2026-02-27T17:23:40.053129,53.391,-8.4140,-21.6360,-1.4274,-0.6911,-0.7362,0.0000
2026-02-27T17:23:40.054425,1.296,-7.2120,-19.2320,-0.2254,1.7128,-1.9382,0.0000
2026-02-27T17:23:40.098350,43.925,-3.6060,-19.2320,3.3806,1.7128,1.6678,0.0000
2026-02-27T17:23:40.148522,50.172,-3.6060,-19.2320,3.3806,1.7128,1.6678,0.0000
2026-02-27T17:23:40.200733,52.211,-7.2120,-19.2320,-0.2254,1.7128,-1.9382,0.0000
2026-02-27T17:23:40.202312,1.579,-7.2120,-21.6360,-0.2254,-0.6911,0.4658,0.0000
2026-02-27T17:23:40.251140,48.828,-6.0100,-24.0400,0.9766,-3.0952,4.0718,0.0000
2026-02-27T17:23:40.300172,49.032,-6.0100,-19.2320,0.9766,1.7128,-0.7362,0.0000
2026-02-27T17:23:40.301544,1.372,-4.8080,-16.8280,2.1786,4.1168,-1.9382,0.0000
2026-02-27T17:23:40.349480,47.936,63.7060,-13.2220,70.6926,7.7229,62.9698,0.0000
2026-02-27T17:23:40.398903,49.423,97.3620,-13.2220,104.3486,7.7229,96.6258,18.7068
2026-02-27T17:23:40.400236,1.333,114.1900,-13.2220,121.1766,7.7229,113.4538,36.1077
2026-02-27T17:23:40.448444,48.208,138.2300,-9.6160,145.2166,11.3289,133.8878,53.2318
2026-02-27T17:23:40.498493,50.049,159.8660,-9.6160,166.8526,11.3289,155.5238,88.3106
2026-02-27T17:23:40.548163,49.670,167.0780,-12.0200,174.0646,8.9248,165.1398,117.6102
2026-02-27T17:23:40.549339,1.176,156.2600,-9.6160,163.2466,11.3289,151.9178,130.7749
2026-02-27T17:23:40.598172,48.833,174.2900,-4.8080,181.2766,16.1369,165.1398,145.1669
2026-02-27T17:23:40.650057,51.885,174.2900,-6.0100,181.2766,14.9349,166.3418,150.0000
